state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Minnesota"|"Wright County"|134438|48242|.9413038|.0141701|.0111204|.0294039|.1078862|2.76|.8156793|238500|969|.01|84974|.028|.9603832|.1336527|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Minnesota"|"Yellow Medicine County"|9814|4087|.9262278|.0069289|.0061137|.0469737|.0999592|2.33|.7944703|110000|584|.013|59210|.081|.9417159|.0900754|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Mississippi"|"Adams County"|31266|11237|.4092624|.5632316|.0059809|.058498|.1463251|2.56|.6241879|92100|600|.019|29936|.282|.7799526|.0712275|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Alcorn County"|37090|14649|.8444055|.1211108|.0029658|.0317875|.084605|2.49|.6870093|102700|617|.023|42086|.114|.8478296|.0742788|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Amite County"|12412|5218|.5735579|.4191105|.001853|0|.0641315|2.36|.8489843|83600|661|.022|33981|.231|.8580406|.0550274|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Attala County"|18437|6941|.5378315|.4226284|.0023865|.020448|.0855345|2.6|.7248235|80700|510|.018|33767|.231|.8796442|.062483|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Benton County"|8232|3149|.6135811|.3417152|0|.0259961|.0634111|2.59|.8059701|78000|503|.04|36258|.179|.8392857|.0409378|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Mississippi"|"Bolivar County"|31848|12111|.3295968|.6422067|.0089802|.0215712|.0996923|2.51|.5359591|96100|637|.02|29854|.283|.839519|.0943544|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Calhoun County"|14499|5846|.6523898|.273674|.002345|.060211|.1086972|2.44|.745467|70500|581|.016|37263|.154|.869991|.0432444|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Carroll County"|10070|3827|.6453823|.3474677|0|.0023833|.0450844|2.57|.8116018|99000|474|.034|46052|.12|.9018868|.0627607|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Chickasaw County"|17193|6476|.5031699|.442971|.0019194|.0489153|.1051009|2.58|.6968808|66500|625|.023|36548|.182|.8547665|.0650265|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Choctaw County"|8277|3228|.6779026|.3100157|.0002416|.00592|.0546092|2.51|.7856258|81400|556|.02|36777|.161|.9002054|.0813097|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Claiborne County"|9089|2908|.1131038|.8722632|.0113324|.0008802|.0828474|2.86|.6946355|67500|623|.023|29338|.32|.8392562|.057102|"Mainline Protestant"|"Black Protestant"|"Disciples of Christ"
"Mississippi"|"Clarke County"|15770|6237|.635891|.3545973|0|.006468|.0619531|2.52|.8329325|84900|669|.028|43207|.166|.9085606|.0559924|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Clay County"|19640|7618|.3880855|.6|.0029022|.0007128|.065224|2.54|.7135731|89900|750|.024|31833|.191|.8697047|.0871181|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Coahoma County"|23255|8782|.2089873|.7761772|.0049452|.0036981|.0944313|2.56|.5058073|68300|579|.019|29121|.279|.857665|.0645453|"Evangelical Protestant"|"Black Protestant"|"Southern Baptist"
"Mississippi"|"Copiah County"|28501|9414|.4508263|.5157012|.0037893|.031648|.0881022|2.93|.7723603|95200|733|.018|42151|.192|.8623908|.0704537|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Covington County"|18978|6759|.6263041|.3660027|0|.0238171|.0790916|2.77|.7820684|77100|631|.027|38178|.227|.8492465|.0609126|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Desoto County"|178975|62890|.6674396|.2728593|.0141025|.04937|.1132952|2.83|.7398791|168500|1057|.008|67038|.068|.9140662|.1081212|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Forrest County"|75224|28086|.5935473|.3715702|.0084946|.0292859|.1000611|2.55|.5450402|122700|773|.016|39840|.195|.8532516|.1024673|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Franklin County"|7733|2928|.6340359|.3597569|.0005173|.0027156|.0589681|2.61|.7691257|76600|507|.019|40219|.124|.8961593|.0571576|"Evangelical Protestant"|"Southern Baptist"|"Church of God"
"Mississippi"|"George County"|23917|7592|.8886984|.0802776|.0044738|.0285571|.106995|3.08|.8179663|110800|764|.023|47292|.113|.8020236|.0556926|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Greene County"|13645|3925|.7344082|.2592891|0|.0119458|.0609747|2.5|.8277707|77700|599|.033|49677|.151|.6036643|.0448516|"Evangelical Protestant"|"Southern Baptist"|"Church of God"
"Mississippi"|"Grenada County"|21088|8391|.5489852|.4344177|.0021813|.0060224|.0711305|2.47|.6396139|105000|682|.023|40122|.164|.8680292|.0935603|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Hancock County"|46961|20036|.8753647|.0801729|.0059837|.0382019|.0898618|2.33|.7551907|147500|850|.015|48119|.158|.8668895|.0971231|"Catholic"|"Evangelical Protestant"|"Southern Baptist"
"Mississippi"|"Harrison County"|204502|78104|.6794066|.249357|.0284251|.054733|.1297591|2.56|.5664371|150500|895|.009|47894|.17|.8152341|.0968841|"Evangelical Protestant"|"Catholic"|"Southern Baptist"
"Mississippi"|"Hinds County"|238797|88611|.2534077|.7261942|.0077514|.0153938|.0912993|2.59|.5801537|118600|869|.009|44625|.161|.8670963|.1095491|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Holmes County"|17737|6188|.1549868|.840221|.0006766|.0016914|.0765631|2.76|.6126373|60400|537|.015|21504|.374|.8301855|.0418898|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Humphreys County"|8389|3186|.2077721|.7599237|.0008344|.0331386|.0810585|2.6|.6186441|69100|598|.02|28962|.267|.827989|.0468471|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Issaquena County"|1361|483|.3776635|.6164585|0|.0132256|.0734754|2.19|.436853|79200|375|.062|24208|.332|.6899339|.005878|"Southern Baptist"|"United Methodist"|"United Methodist"
"Mississippi"|"Itawamba County"|23462|8653|.9105362|.0728412|.0002557|.0160259|.0668741|2.59|.7634346|87600|689|.016|44567|.1|.8873498|.0555792|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Jackson County"|142376|52423|.7076403|.2128519|.0241192|.0649126|.1197814|2.69|.6978998|135900|879|.008|51657|.124|.85362|.0906333|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Mississippi"|"Jasper County"|16505|6629|.4470766|.5431082|0|.0045441|.0657982|2.48|.8503545|79000|578|.018|35872|.193|.8662224|.0693729|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Jefferson County"|7225|2448|.1327336|.8578547|.0059516|.0722491|.0842907|2.75|.6736111|63400|404|.015|25019|.325|.7821453|.0525952|"Black Protestant"|"Mainline Protestant"|"Evangelical Protestant"
"Mississippi"|"Jefferson Davis County"|11339|4713|.3794867|.6129288|.0012347|.0035276|.0535321|2.38|.7559941|94600|605|.024|32116|.192|.8499868|.0462122|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Jones County"|68352|24858|.6858761|.2937295|.0032918|.0449584|.1104869|2.68|.7264864|98600|690|.01|41775|.172|.875673|.0794563|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Kemper County"|9943|3611|.345268|.6169164|.000704|.0058332|.0597405|2.49|.7363611|73600|402|.041|31103|.228|.8400885|.0616514|"United Methodist"|"Evangelical Protestant"|"Southern Baptist"
"Mississippi"|"Lafayette County"|53590|18721|.7142191|.2361821|.0208248|.0262549|.1028177|2.61|.6204797|199700|954|.018|50272|.095|.904889|.1500093|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Lamar County"|61969|22116|.7644145|.2008424|.0128935|.0271426|.107699|2.79|.6746247|177700|927|.02|60328|.118|.8590909|.1412803|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Lauderdale County"|76279|29736|.5419971|.4369879|.0066204|.0225881|.0901821|2.45|.6446395|96300|752|.014|42534|.165|.85203|.0815821|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Lawrence County"|12633|4849|.650281|.3252592|.0022164|.0091823|.076783|2.61|.7519076|94800|766|.03|41914|.149|.8791261|.0603974|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Leake County"|22792|8105|.5123289|.4192261|.0051334|.0464637|.1287294|2.74|.707958|83300|660|.021|37096|.189|.8248947|.0647157|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Lee County"|85072|32099|.6688922|.2949149|.0097917|.0264364|.0989985|2.62|.6786504|133700|752|.012|50559|.114|.8758111|.1031127|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Leflore County"|29222|9962|.2398535|.7420095|.0060229|.0264527|.1038943|2.79|.5061232|81200|585|.019|26735|.317|.8395045|.0674492|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Lincoln County"|34320|12699|.674796|.3192599|.0048077|.0044289|.0734848|2.65|.7534451|99500|713|.021|42606|.169|.8439394|.0655012|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Lowndes County"|59150|22436|.5341505|.4379036|.0101775|.020355|.0943364|2.56|.6352737|134200|805|.011|50441|.161|.8484024|.0984108|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Madison County"|104562|39635|.5721773|.3799755|.0258124|.0299631|.1228553|2.59|.7168159|219700|940|.013|71824|.07|.9224575|.1901456|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Marion County"|24990|9483|.652581|.3257303|.0052421|.0160864|.0854742|2.56|.8225245|89000|605|.016|32090|.196|.8218488|.0535414|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Marshall County"|35599|12772|.4948454|.4780191|0|.0369392|.1023905|2.62|.7550893|107900|722|.023|42233|.146|.8335347|.0700301|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Monroe County"|35673|13966|.680851|.3120568|.000869|.0126146|.0706417|2.52|.7430187|91700|618|.015|42354|.126|.8863286|.0753791|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Montgomery County"|10068|4539|.5288041|.4415971|.0028804|.0139054|.0729043|2.19|.6924433|84800|554|.025|39840|.21|.8953119|.087505|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Neshoba County"|29332|10657|.5997886|.2094982|.0054207|.0213419|.1567912|2.71|.7154922|83000|666|.018|37987|.2|.8648234|.0476272|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Newton County"|21360|8037|.6139981|.3050094|.0051966|.0191011|.0998127|2.57|.7715566|85600|658|.019|35958|.21|.8814139|.0753745|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Noxubee County"|10700|3986|.2725234|.7215888|.0004673|.0140187|.0824299|2.63|.7293026|59700|532|.018|33784|.272|.8341122|.0758879|"Evangelical Protestant"|"Black Protestant"|"Southern Baptist"
"Mississippi"|"Oktibbeha County"|49512|17798|.5737195|.3698497|.0330223|.016905|.1006221|2.51|.5169682|162900|788|.026|40453|.161|.8994789|.1067822|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Panola County"|34190|12488|.4868968|.48599|.0001462|.0204446|.0893244|2.72|.6963485|83300|679|.016|38304|.161|.8646388|.0626499|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Pearl River County"|55219|21020|.8375016|.127764|.002481|.0309495|.0787953|2.56|.7780209|138200|765|.016|46901|.143|.8459588|.0782883|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Mississippi"|"Perry County"|12006|4623|.7902715|.1981509|.0014993|.0150758|.0692987|2.57|.8224097|86700|608|.027|42469|.153|.8529069|.0522239|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Pike County"|39532|14404|.4379996|.5427502|.003162|.0158859|.0936962|2.67|.6900861|95500|717|.018|31784|.259|.8478954|.066579|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Pontotoc County"|31618|10783|.7768992|.1602884|.0007907|.0686634|.1333101|2.91|.7126959|106500|722|.021|44759|.134|.8353469|.0737871|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Prentiss County"|25255|9145|.8360721|.100297|.0219363|.0150465|.0895664|2.64|.7272826|92700|588|.027|39256|.132|.8697287|.0542863|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Quitman County"|7187|3027|.2697927|.7201892|.0022262|.0122443|.066509|2.32|.5867195|50900|568|.025|25283|.255|.8064561|.0445248|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Rankin County"|152677|55909|.7556541|.2077785|.0115604|.0275156|.1019669|2.63|.7651362|162500|983|.011|65996|.055|.8752202|.1282773|"Evangelical Protestant"|"Southern Baptist"|""
"Mississippi"|"Scott County"|28332|10180|.5721799|.3808767|.0025766|.1128406|.1750318|2.76|.7411591|71300|707|.021|34943|.195|.8211916|.0449668|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Sharkey County"|4404|1751|.2506812|.7456858|0|.0011353|.0506358|2.44|.6407767|64400|510|.015|29394|.181|.8026794|.0881017|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Simpson County"|26888|9486|.6183056|.3663716|.0055415|.002529|.0724859|2.77|.7973856|87900|660|.023|43850|.133|.8405609|.0811143|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Smith County"|16009|5820|.7576363|.2295584|.0053095|.0174902|.0750203|2.73|.8302405|102600|587|.022|43105|.144|.8552689|.0458492|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Stone County"|18276|6334|.7824469|.1833552|0|.0201904|.0712957|2.77|.7451847|112800|680|.03|45483|.139|.8456445|.0745787|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Sunflower County"|26168|8322|.2520254|.7387649|.0007643|.0181137|.072646|2.63|.5356885|78400|642|.019|30838|.259|.7238612|.0649648|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Tallahatchie County"|14158|4369|.3540754|.5367283|.013985|.0947168|.1255121|2.7|.7196155|66400|545|.022|29864|.268|.7307529|.0476056|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Tate County"|28404|10324|.6652232|.2990424|.0014435|.0262991|.0833685|2.57|.7482565|119200|751|.023|51030|.158|.8636107|.0699197|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Tippah County"|22018|7834|.7739577|.1674085|.0028613|.0477337|.1035062|2.77|.7230023|86900|564|.028|39246|.143|.8731038|.0628577|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Tishomingo County"|19441|7635|.9608559|.0265418|.0002572|.0316856|.0724243|2.51|.7552063|88100|564|.019|37681|.127|.8519109|.0519521|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Tunica County"|9988|3930|.1913296|.7847417|.0140168|.0096115|.1272527|2.51|.4022901|107100|785|.054|39370|.196|.8393072|.0736884|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Union County"|28507|9808|.7913495|.1551899|.0035781|.0437787|.0977655|2.87|.7314437|100600|696|.018|45754|.11|.8827657|.0517768|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Walthall County"|14477|5601|.5294605|.4632175|.0010361|.0082199|.0714236|2.56|.8787717|95800|588|.015|30961|.201|.8293846|.0507702|"Evangelical Protestant"|"Southern Baptist"|""
"Mississippi"|"Warren County"|46519|18235|.4830284|.4939487|.0071369|.0210882|.0916185|2.52|.6609817|128400|720|.016|45113|.171|.8712139|.0962832|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Washington County"|46057|17988|.2563562|.7216058|.0056452|.0161756|.0979656|2.53|.5289081|75600|681|.013|29705|.285|.8350956|.069414|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Wayne County"|20373|7683|.574044|.4102979|.0012762|.0064792|.0843764|2.63|.8347|85800|557|.022|37706|.171|.9022235|.0471703|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Webster County"|9768|3782|.7879812|.2042383|.0034808|.0069615|.0638821|2.56|.7630883|84000|528|.021|45730|.172|.8873874|.0810811|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Mississippi"|"Wilkinson County"|8875|3170|.2788732|.7106479|.0011268|.0021408|.0579155|2.43|.7993691|70300|561|.023|27313|.281|.7535775|.0597183|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Mississippi"|"Winston County"|18229|7269|.5045258|.4691974|.0003291|.0128367|.0681332|2.44|.7309121|84900|697|.022|34724|.185|.8464534|.0689561|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Yalobusha County"|12367|5181|.5904423|.3965392|.0015363|.013908|.0836905|2.35|.7004439|79700|665|.023|41464|.121|.8588987|.0670332|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Mississippi"|"Yazoo County"|28565|8542|.368738|.5960791|.004411|.0459303|.1264134|2.78|.6315851|88900|636|.021|33279|.24|.7237878|.0657098|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Missouri"|"Adair County"|25369|9258|.9160787|.0268044|.0251488|.0245181|.1083606|2.45|.6006697|126800|646|.022|41929|.099|.9105601|.0774173|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"Missouri"|"Andrew County"|17503|6763|.9533223|.0137119|.0034851|.0250243|.0793007|2.56|.7993494|147900|801|.016|58772|.053|.9318974|.1174084|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"Missouri"|"Atchison County"|5229|2562|.9759036|.0045898|.004781|.0131956|.060241|2|.6971116|84900|529|.023|50236|.088|.8908013|.1246892|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Missouri"|"Audrain County"|25644|9286|.8886679|.0570894|.0012869|.0310794|.1028311|2.56|.684902|97900|649|.016|44261|.113|.8298237|.0666043|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Missouri"|"Barry County"|35530|13645|.9209964|.0022516|.0139882|.0934703|.1368703|2.58|.737413|120600|666|.016|44403|.144|.8491979|.0694061|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Missouri"|"Barton County"|11797|4895|.928965|.0029669|.0003391|.0158515|.0805289|2.37|.700715|97500|557|.018|44125|.133|.8806476|.0906163|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Missouri"|"Bates County"|16296|6547|.953731|.0150957|.0028841|.0220913|.0799583|2.44|.7272033|114600|654|.018|47625|.078|.8896048|.0736991|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Missouri"|"Benton County"|19107|7872|.9605904|.0025122|.0008374|.0204637|.0778772|2.4|.816311|117500|638|.018|40249|.101|.8722458|.0525985|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Missouri"|"Bollinger County"|12225|4593|.9711248|.00409|.0035992|.0112065|.0656851|2.62|.8081864|110800|647|.022|44158|.097|.8785276|.0434356|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Missouri"|"Boone County"|177651|70619|.8118615|.089794|.0443566|.0342582|.1360814|2.39|.5560685|185700|876|.011|55328|.085|.9233609|.1573816|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"Missouri"|"Buchanan County"|88460|33501|.8726995|.0518652|.010875|.065295|.1224395|2.52|.6235038|122200|779|.012|51916|.124|.8665612|.0964052|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Missouri"|"Butler County"|42656|16390|.903976|.0554904|.0076191|.0214272|.0844664|2.54|.6369128|113500|675|.017|39915|.178|.8675216|.0576941|"Evangelical Protestant"|"Southern Baptist"|""
