state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Michigan"|"Lapeer County"|88038|33700|.9559281|.0125855|.0056794|.0467298|.0878939|2.56|.8394659|168800|788|.009|62641|.073|.9110044|.0887798|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Leelanau County"|21652|9139|.929383|.0048494|.0063274|.0436449|.0847035|2.32|.8831382|268400|959|.01|65249|.026|.941622|.1994273|"Catholic"|"Mainline Protestant"|"United Methodist"
"Michigan"|"Lenawee County"|98381|38345|.9308301|.0251166|.0031002|.0797105|.1013509|2.43|.7752771|139400|767|.007|55450|.077|.9117411|.0951505|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Michigan"|"Livingston County"|189754|72000|.963421|.0059814|.0092752|.0244|.0784647|2.62|.8540139|247100|1053|.006|84221|.033|.9591893|.1639807|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Luce County"|6338|2231|.7956769|.067687|.0050489|.034869|.0886715|2.35|.7947109|87200|717|.023|45469|.09|.7955191|.0923004|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Michigan"|"Mackinac County"|10780|5269|.7442486|.0336735|.0068646|.017718|.0833024|1.99|.7185424|136600|602|.02|47938|.112|.8865492|.0988868|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Macomb County"|870325|346402|.8096102|.116892|.0402103|.0261753|.1892029|2.49|.7332752|166800|962|.003|62855|.08|.9401833|.1137839|"Catholic"|"Evangelical Protestant"|"Lutheran Missouri Synod"
"Michigan"|"Manistee County"|24457|9426|.9116817|.0290305|.0037617|.0315656|.0750296|2.44|.8343942|125400|716|.01|50055|.073|.8940998|.0993581|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Marquette County"|66686|26552|.9320097|.0167651|.0094023|.0152356|.0751132|2.37|.7077056|153400|738|.012|53970|.085|.9335543|.151756|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Michigan"|"Mason County"|28954|12186|.9476411|.0090143|.0057678|.0456586|.0855495|2.34|.7685869|141400|698|.011|51725|.106|.92868|.0978449|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Mecosta County"|43251|15808|.9290652|.0299646|.0085547|.0229359|.0802062|2.55|.7334261|121400|712|.015|45018|.13|.9287415|.0824952|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Michigan"|"Menominee County"|23074|10627|.9428794|.0031637|.0040738|.018159|.0635781|2.14|.7771714|101600|578|.014|46828|.087|.9411459|.0841207|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Michigan"|"Midland County"|83355|34199|.9316658|.0140004|.022986|.0274609|.0970308|2.4|.7660165|141700|777|.011|62625|.07|.9494691|.1472257|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Michigan"|"Missaukee County"|15028|6055|.9624035|.0063215|.0019297|.0290791|.0958877|2.45|.801156|118700|736|.015|47194|.098|.909103|.0654778|"Evangelical Protestant"|"Christian Reformed"|"Mainline Protestant"
"Michigan"|"Monroe County"|149727|59929|.942315|.02383|.0057705|.0357918|.0840663|2.47|.7972434|161700|834|.007|62203|.079|.9526605|.09522|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Montcalm County"|63413|23913|.946399|.0218725|.0035324|.0350401|.0906123|2.54|.780956|113900|697|.01|49448|.106|.8879094|.0618643|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Michigan"|"Montmorency County"|9265|4452|.966109|.0023745|.0015111|.0131678|.0485699|2.05|.8405211|102700|668|.017|41772|.109|.9141932|.0686454|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Catholic"
"Michigan"|"Muskegon County"|173297|65939|.808456|.1355996|.0055108|.0566023|.0936773|2.53|.7472057|117900|760|.008|50854|.116|.9242399|.0930714|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Michigan"|"Newaygo County"|48366|19161|.9299715|.012302|.0038457|.0579539|.1101807|2.48|.8388915|121300|704|.01|50326|.114|.9264979|.0762106|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Michigan"|"Oakland County"|1253185|504585|.75038|.1360438|.0746506|.0412174|.1994175|2.46|.710255|242700|1080|.003|79698|.054|.9510455|.1892753|"Catholic"|"Evangelical Protestant"|""
"Michigan"|"Oceana County"|26416|10156|.9458662|.0110918|.0023849|.1489249|.1778846|2.53|.8257188|118800|729|.012|50104|.096|.9047547|.0890748|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Michigan"|"Ogemaw County"|20898|9184|.9651163|.0032539|.0065078|.0214853|.0651737|2.24|.8140244|98200|701|.012|40373|.121|.92138|.0596229|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Ontonagon County"|5877|2793|.9596733|.0049345|.0042539|.0151438|.045091|2.07|.8822055|70000|523|.013|41546|.091|.9196869|.0935852|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Michigan"|"Osceola County"|23290|9181|.9612709|.0112065|.002748|.0194933|.0927007|2.48|.806666|98500|650|.01|44032|.129|.8914985|.0650923|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Michigan"|"Oscoda County"|8248|3806|.9676285|.0053346|.0014549|.0163676|.1264549|2.15|.8526012|90500|750|.02|42335|.118|.8610572|.0495878|"Evangelical Protestant"|"Catholic"|"Amish"
"Michigan"|"Otsego County"|24490|9944|.957207|.0066558|.0056758|.0172724|.0677011|2.42|.7890185|139500|768|.021|54332|.089|.9262965|.1102083|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Ottawa County"|286558|102610|.8959966|.0154419|.0270347|.0981023|.1516482|2.7|.7769613|191800|898|.006|69314|.049|.9571675|.1423132|"Evangelical Protestant"|"Mainline Protestant"|"Christian Reformed"
"Michigan"|"Presque Isle County"|12714|5797|.9655498|.005899|.005663|.0139217|.0778669|2.16|.8878731|105400|542|.012|47948|.088|.9215038|.085339|"Catholic"|"Evangelical Protestant"|"Lutheran Missouri Synod"
"Michigan"|"Roscommon County"|23851|11139|.9651587|.0016352|.002893|.0188252|.0524926|2.12|.8202711|108200|684|.012|42054|.118|.9246153|.0712339|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Michigan"|"Saginaw County"|191821|78933|.752097|.1859233|.0119069|.0845476|.0994834|2.35|.712617|101300|780|.007|48000|.124|.9385052|.0917157|"Catholic"|"Evangelical Protestant"|"Lutheran Missouri Synod"
"Michigan"|"St. Clair County"|159247|64850|.9352327|.0223175|.0064428|.03374|.0784505|2.43|.7732306|154300|814|.006|56951|.087|.9436096|.0837944|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"St. Joseph County"|60836|24150|.9199159|.0222401|.0050135|.0792623|.158541|2.49|.746087|122300|722|.01|52086|.107|.9084588|.070238|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Michigan"|"Sanilac County"|41295|17499|.9661218|.005376|.0027364|.0368568|.1029665|2.32|.7871878|111200|678|.01|47672|.107|.9033539|.0655769|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Schoolcraft County"|8048|3468|.8645626|.0044732|.0037276|.0110586|.0567843|2.28|.8370819|109900|571|.018|45500|.105|.9288022|.0782803|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Michigan"|"Shiawassee County"|68340|27593|.9657155|.0068335|.0029265|.0294264|.0688177|2.45|.7559164|122300|732|.011|56032|.077|.9461077|.0807872|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Michigan"|"Tuscola County"|52939|21777|.9605206|.0100304|.003419|.0341525|.0761631|2.38|.8242641|104000|715|.007|49988|.093|.9350384|.064716|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Catholic"
"Michigan"|"Van Buren County"|75358|29411|.8616869|.0334404|.0070862|.1152499|.1508267|2.51|.769712|139400|705|.01|54485|.104|.9115953|.0978662|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Michigan"|"Washtenaw County"|367000|141245|.7356894|.1193324|.0912153|.047218|.193485|2.45|.6112216|263600|1114|.005|72586|.064|.95294|.1645232|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Michigan"|"Wayne County"|1757299|682282|.531279|.3874878|.0335259|.0594202|.2022792|2.54|.6201937|113000|875|.003|47301|.171|.9306806|.0965135|"Catholic"|"Evangelical Protestant"|"Black Protestant"
"Michigan"|"Wexford County"|33256|12963|.957301|.0073671|.0054126|.0196356|.0825415|2.54|.7681864|108300|706|.012|47193|.099|.9265997|.0863303|"Evangelical Protestant"|""|""
"Minnesota"|"Aitkin County"|15834|7681|.947518|.0051156|.0034104|.0139573|.0618921|2.03|.8215076|183200|768|.01|49351|.078|.9481496|.0990274|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Anoka County"|350253|128198|.8361556|.0624606|.0446677|.0456698|.1707337|2.71|.8010187|232400|1118|.005|82175|.04|.9542845|.147068|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Becker County"|34011|13617|.8756873|.0049102|.0064391|.021052|.0913822|2.46|.7851216|198400|731|.011|60284|.081|.9259063|.1196084|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Minnesota"|"Beltrami County"|46403|17372|.7287891|.0157102|.0074995|.0243519|.1086137|2.55|.6706194|162600|765|.014|49160|.134|.9020538|.109842|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Benton County"|40129|16452|.9129806|.0398963|.0101672|.0244462|.1157268|2.39|.6737782|174900|760|.017|57715|.051|.9523287|.1190162|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Big Stone County"|4996|2298|.9763811|.0006005|.0006005|.0182146|.0950761|2.1|.7293298|97900|606|.034|53900|.069|.9267414|.0794636|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Blue Earth County"|66795|26091|.9073134|.0385957|.0216034|.0364997|.1198892|2.41|.6200989|184800|883|.013|57429|.074|.9517329|.1330339|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Minnesota"|"Brown County"|25163|10764|.9546159|.0071931|.006597|.0439932|.1007829|2.23|.7917131|141900|629|.014|61120|.046|.9511585|.1166395|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Carlton County"|35633|13613|.8938063|.0188028|.0057531|.0177925|.0858193|2.45|.7981341|171400|776|.012|63098|.054|.9228524|.11248|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Carver County"|101949|36754|.9195873|.0182837|.0283769|.0419033|.133606|2.75|.8190945|313200|1146|.009|101496|.022|.9674739|.218472|"Catholic"|"Evangelical Protestant"|"Lutheran Missouri Synod"
"Minnesota"|"Cass County"|29268|13164|.8446084|.0041684|.0063892|.0224819|.0886976|2.19|.8149499|194200|739|.009|52204|.091|.9174184|.1163045|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Chippewa County"|11953|5209|.9014474|.0086171|.0087844|.0729524|.1484146|2.24|.6671146|119700|613|.025|55269|.065|.9073873|.1006442|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Chisago County"|55315|20242|.9529603|.0131791|.0112808|.0217843|.0839375|2.64|.863551|231500|884|.013|83464|.033|.9393654|.1063726|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Clay County"|63446|24364|.9058254|.0367557|.0126564|.0452668|.1352174|2.46|.6749302|197100|865|.012|65269|.063|.9511711|.149182|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Clearwater County"|8821|3405|.8579526|.0018139|.0047614|.0216529|.0998753|2.56|.8132159|137200|680|.015|50386|.104|.902392|.0885387|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Cook County"|5376|2691|.8619792|.000744|.0093006|.0230655|.108817|1.97|.7688591|240100|651|.034|57432|.079|.9276414|.2170759|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Minnesota"|"Cottonwood County"|11299|4846|.8939729|.0094699|.0398265|.076998|.1618727|2.27|.7808502|94200|629|.021|52087|.088|.9322064|.104788|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Crow Wing County"|64217|26820|.9576747|.008191|.0042356|.0149182|.073968|2.36|.765399|198300|806|.01|56549|.072|.9420714|.1137549|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Dakota County"|421453|161488|.8207535|.0625503|.0482806|.0714196|.1867231|2.59|.7401231|266000|1174|.005|86036|.038|.9603823|.1965225|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Dodge County"|20669|7756|.9468769|.0033383|.0092409|.0497363|.115487|2.65|.8393502|183900|653|.018|74575|.04|.9520054|.1223572|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Douglas County"|37513|16663|.9687575|.0038653|.0032255|.0165276|.0766134|2.22|.7429634|214800|733|.012|63819|.04|.9584144|.1309146|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Faribault County"|13801|6137|.9673212|.002536|.0036954|.0691254|.1014419|2.2|.7749715|89500|590|.016|53156|.079|.9321064|.1032534|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Fillmore County"|20949|8616|.9757984|.0051076|.0050122|.0164208|.1175712|2.38|.8081476|153800|659|.011|61207|.061|.8922144|.1079765|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Freeborn County"|30463|13009|.9156682|.0108328|.0255064|.0973968|.1432558|2.3|.7667769|113800|681|.012|53631|.083|.9331977|.0881725|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Goodhue County"|46246|19452|.9400597|.0131038|.0082818|.0334515|.0960299|2.33|.7528275|204100|862|.012|66800|.062|.9332483|.1274489|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Grant County"|5935|2612|.9676495|.0028644|.000337|.0230834|.074305|2.24|.7741194|118700|657|.018|55466|.069|.9432182|.0950295|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Hennepin County"|1245837|508030|.7205108|.1325631|.0714411|.0691736|.2359193|2.4|.6236777|276900|1135|.003|78167|.061|.9449494|.219308|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Minnesota"|"Houston County"|18648|8253|.9689511|.0130309|.003861|.0113149|.0760403|2.23|.8012844|173700|722|.017|60382|.057|.94423|.1242492|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Minnesota"|"Hubbard County"|21019|8688|.9341072|.0064228|.0066606|.021314|.0835435|2.39|.8119245|193600|696|.015|56709|.071|.9361054|.1309292|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Minnesota"|"Isanti County"|39430|14903|.9513061|.0048694|.0146082|.0203145|.087928|2.61|.8252701|196800|1019|.016|74616|.044|.9504945|.0888156|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Itasca County"|45141|19506|.9276932|.0049179|.0042533|.014931|.0754746|2.25|.8127243|164100|696|.011|55139|.084|.9301965|.1142199|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Jackson County"|9954|4419|.9446453|.003918|.0208961|.0363673|.1076954|2.23|.8103644|124900|710|.017|58727|.044|.9532851|.129998|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Kanabec County"|16089|6439|.9593511|.0021754|.0057182|.0159115|.0778171|2.46|.8481131|163900|816|.014|57163|.063|.9335571|.0663186|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Kandiyohi County"|42841|16889|.8830093|.0533368|.0103639|.1211456|.2012791|2.47|.7401267|168900|776|.013|60294|.076|.9189795|.1081674|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Kittson County"|4311|1860|.9626537|.0148457|.006727|.0092786|.0839712|2.17|.8053764|84200|617|.021|59643|.064|.9032707|.1257249|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Koochiching County"|12515|5538|.9357571|.005833|.0039153|.0134239|.0820615|2.2|.7878295|108400|668|.017|50870|.095|.9529365|.0838194|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Lac Qui Parle County"|6719|3090|.9602619|.0086322|.0084834|.0226224|.08662|2.13|.8093851|88600|541|.013|53071|.053|.9578806|.1023962|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Lake County"|10560|5192|.9691288|.0064394|.0013258|.0142992|.0633523|1.98|.8203005|174700|662|.026|61452|.052|.942803|.1507576|"Mainline Protestant"|"Evangelical Lutheran"|"Disciples of Christ"
"Minnesota"|"Lake Of The Woods County"|3771|1470|.9302572|.0005304|.0007955|.0007955|.0652347|2.53|.8088436|161900|678|.033|49967|.059|.959162|.0991779|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Le Sueur County"|28242|10939|.9550315|.0084272|.0040719|.0621415|.1174492|2.55|.8158881|207400|773|.014|71080|.064|.9394165|.1165994|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Minnesota"|"Lincoln County"|5677|2468|.9746345|.0044037|.0015853|.0207856|.073102|2.23|.7880875|103100|616|.017|53077|.077|.9235511|.1012859|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Lyon County"|25758|10018|.861907|.0345912|.0433652|.0687165|.1781194|2.44|.6838691|148900|666|.021|57730|.103|.9295753|.1197686|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Mcleod County"|35832|14714|.9498214|.0059165|.0058607|.0620116|.111046|2.41|.7765393|164700|781|.013|62121|.054|.9463329|.0869056|"Evangelical Protestant"|"Lutheran Missouri Synod"|"Catholic"
"Minnesota"|"Mahnomen County"|5501|1946|.4675514|.0052718|.0034539|.0434466|.1625159|2.8|.68037|104800|586|.014|44688|.165|.8556626|.0585348|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Marshall County"|9372|3971|.9680964|.0035211|.0035211|.0452411|.1027529|2.33|.8257366|117000|636|.011|60118|.043|.9515578|.1002988|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Martin County"|19852|8759|.962976|.0046343|.005138|.044731|.0896635|2.23|.7382121|118300|620|.02|52798|.093|.933911|.1059843|"Evangelical Protestant"|"Mainline Protestant"|"Lutheran Missouri Synod"
"Minnesota"|"Meeker County"|23105|9209|.9699199|.0042415|.0030729|.0399913|.0968622|2.47|.8038875|170200|755|.012|63452|.032|.9408353|.0957369|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Mille Lacs County"|25865|10249|.9016432|.0046395|.0067659|.0247439|.0930601|2.47|.7509025|163300|756|.014|56135|.09|.9251498|.070404|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Minnesota"|"Morrison County"|33064|13371|.9631321|.0055952|.0043552|.017451|.0839281|2.43|.7722684|170100|742|.012|57815|.067|.9413562|.0866501|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Mower County"|39807|15565|.8675107|.0394403|.0368779|.1158339|.2300852|2.51|.7297783|123900|716|.016|54295|.081|.9232798|.0990529|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Murray County"|8296|3645|.9645612|.0037367|.0159113|.0403809|.1039055|2.24|.8115227|120100|572|.012|60231|.039|.9485294|.1074012|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Minnesota"|"Nicollet County"|33954|12885|.9197149|.0282146|.0174354|.0455911|.1145373|2.4|.738766|191900|837|.015|67399|.052|.9605349|.1454615|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Minnesota"|"Nobles County"|21734|8033|.7776295|.0426981|.0693844|.2782277|.3785313|2.65|.7067098|127100|726|.013|55304|.099|.9036993|.0716389|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Minnesota"|"Norman County"|6520|2746|.9325153|.0099693|.0039877|.0509202|.0986196|2.32|.8193736|100700|599|.016|55085|.046|.920092|.1027607|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Olmsted County"|154809|62108|.837264|.0617923|.058317|.0492607|.1994135|2.45|.7274103|214600|968|.008|76951|.049|.9505326|.1709267|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Minnesota"|"Otter Tail County"|58195|24687|.9492912|.0149497|.0059799|.0346593|.1057823|2.31|.7827601|189100|678|.009|58682|.058|.9416788|.1240828|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Pennington County"|14183|5995|.9397871|.0107876|.0116336|.0378622|.1144328|2.32|.7282736|155100|693|.021|60122|.068|.9607981|.0996968|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Pine County"|29223|10760|.9136981|.0225165|.005612|.0291893|.0898265|2.56|.8092008|164500|781|.011|53422|.064|.8917291|.0756596|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Pipestone County"|9191|3973|.9204656|.0130563|.001632|.0691981|.1339354|2.27|.7490561|97500|590|.021|52917|.068|.9172016|.1181591|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Minnesota"|"Polk County"|31521|12584|.9167222|.0217633|.0098982|.0649091|.1340059|2.4|.7294183|165000|716|.017|59343|.07|.9490181|.120269|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Pope County"|11048|4981|.9654236|.0041636|.0057024|.0156589|.077118|2.18|.7753463|174300|609|.023|61275|.037|.9482259|.1160391|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Ramsey County"|544442|209043|.6634793|.1209458|.1443404|.0748436|.2873897|2.53|.5943944|229600|1007|.004|64660|.094|.940236|.1697206|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Minnesota"|"Red Lake County"|4015|1669|.9516812|.0049813|0|.0386052|.0953923|2.39|.8358299|116000|554|.017|58576|.066|.9599004|.090411|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Redwood County"|15261|6261|.8798899|.0077977|.0268003|.0349912|.102549|2.38|.7848586|106300|641|.013|55404|.061|.9189437|.1007142|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Minnesota"|"Renville County"|14652|6085|.8937346|.003822|.006825|.0855173|.1324734|2.35|.779622|106300|635|.015|59028|.063|.9256074|.0819001|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Rice County"|66185|23005|.8564025|.056886|.021319|.0812873|.1843318|2.51|.7397522|208600|843|.012|68584|.054|.9151016|.1140742|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Minnesota"|"Rock County"|9402|3914|.9640502|.0092534|.010636|.0318017|.0913635|2.34|.7547266|153000|678|.024|63005|.058|.9350138|.115401|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Roseau County"|15361|5980|.9253304|.0095046|.0270816|.0131502|.0919862|2.53|.8155518|132800|723|.014|62202|.054|.9502637|.1083263|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"St. Louis County"|199759|85807|.9207996|.015789|.0103124|.0169905|.0864592|2.22|.7129605|157900|770|.006|55646|.074|.9489635|.1312582|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Scott County"|145275|49479|.8396007|.0426708|.0608845|.0513922|.1941146|2.9|.8284929|299700|1170|.008|102152|.04|.9513475|.1839339|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Sherburne County"|94463|32206|.9238008|.0247187|.012841|.0259467|.1117157|2.87|.836428|230500|995|.013|89250|.041|.9522564|.1244614|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Minnesota"|"Sibley County"|14892|6031|.9534649|.0105426|.0071851|.0896454|.1463202|2.43|.7910794|159200|719|.01|63439|.041|.944534|.0872952|"Evangelical Protestant"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Stearns County"|158452|59479|.8784238|.0644801|.0208517|.0337137|.1563691|2.53|.6807949|184900|833|.008|62789|.073|.9566683|.1151642|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Steele County"|36683|14692|.9048606|.0315678|.0149115|.0779653|.1355124|2.46|.7516335|169300|770|.015|64903|.055|.9583186|.1208189|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Stevens County"|9789|3624|.9036674|.0199203|.0237001|.0644601|.1438349|2.6|.6846027|160100|753|.027|60559|.035|.9689447|.1263663|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Minnesota"|"Swift County"|9359|4263|.9450796|.0220109|.0028849|.0498985|.1091997|2.16|.7025569|104100|656|.019|51620|.098|.9450796|.1115504|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Todd County"|24494|9819|.9434555|.007063|.0064097|.0603413|.1656732|2.46|.825746|153400|649|.011|53585|.072|.9048339|.075937|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Minnesota"|"Traverse County"|3311|1608|.9069768|.0051344|.0018121|.0311084|.0851706|2|.7960199|81400|620|.043|51957|.074|.9453337|.0930233|"Mainline Protestant"|"Evangelical Protestant"|"Lutheran Missouri Synod"
"Minnesota"|"Wabasha County"|21537|9020|.9645262|.0058504|.0047825|.029252|.0873845|2.36|.7862528|183900|690|.014|65226|.049|.9401959|.1127826|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Minnesota"|"Wadena County"|13654|5666|.9507837|.0060056|.0041746|.0195547|.0995313|2.33|.76509|132000|668|.023|46605|.084|.910063|.0703091|"Evangelical Protestant"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Waseca County"|18740|7425|.9289755|.0236926|.0060299|.0599787|.1057097|2.38|.7750842|158900|669|.016|56762|.08|.9189968|.1043757|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Washington County"|255938|94431|.8537732|.0459369|.057721|.0418695|.1516656|2.67|.8113226|289400|1307|.006|96671|.029|.9588924|.1911752|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Minnesota"|"Watonwan County"|10972|4310|.8577288|.0092964|.0117572|.2549216|.2720561|2.51|.7689095|96900|669|.024|54065|.105|.8730404|.079475|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Wilkin County"|6291|2818|.9825147|.0039739|.000159|.0034971|.0716897|2.18|.7810504|140000|523|.021|60595|.056|.9573995|.1268479|"Mainline Protestant"|"Evangelical Lutheran"|"Catholic"
"Minnesota"|"Winona County"|50725|19442|.9355348|.0128339|.026417|.0296106|.1067718|2.41|.7043|167300|696|.014|59329|.053|.9332282|.1217151|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
